	doi	registration_agency
1983	10.5194/bg-13-2123-2016	Crossref
1984	10.1016/j.dsr.2014.01.002	Crossref
1985	10.1038/s41598-017-06218-8	Crossref
1986	10.1038/nature10283	Crossref
1987	10.1029/2011JD016709	Crossref
1988	10.1016/j.coldregions.2014.03.003	Crossref
1989	10.3354/meps12157	Crossref
1990	10.5539/jsd.v5n3p34	Crossref
1991	10.1029/2006JC004085	Crossref
1992	10.1016/j.ecoser.2019.100898	Crossref
1994	10.1371/journal.pone.0184536	Crossref
1995	10.1657/1938-4246-44.3.319	Crossref
1996	10.1038/srep45242	Crossref
1997	10.1016/j.earscirev.2017.04.005	Crossref
1998	10.1038/srep25752	Crossref
1999	10.5194/acp-16-2359-2016	Crossref
2000	10.1016/j.gloenvcha.2011.09.016	Crossref
2001	10.1029/2004GL019952	Crossref
2002	10.1175/JCLI3844.1	Crossref
2003	10.1002/2017GL075998	Crossref
2004	10.1002/2017GL072937	Crossref
2005	10.1002/2015JF003550	Crossref
2006	10.1088/1748-9326/aa7989	Crossref
2007	10.2166/wh.2018.323	Crossref
2008	10.1029/2000RG000085	Crossref
2009	10.1002/wcc.186	Crossref
2010	10.5194/tc-6-1383-2012	Crossref
2011	10.1016/j.ocemod.2013.01.003	Crossref
2012	10.1038/s41558-018-0204-z	Crossref
2013	10.1038/ncomms9656	Crossref
2014	10.1016/j.pocean.2014.07.001	Crossref
2015	10.1007/s10584-018-2205-3	Crossref
2016	10.1007/s10144-016-0549-y	Crossref
2017	10.1111/gcb.14600	Crossref
2018	10.1038/ngeo2037	Crossref
2019	10.1002/eap.1642	Crossref
2020	10.1111/eff.12336	Crossref
2021	10.1002/2015GL065727	Crossref
2022	10.1002/grl.50456	Crossref
2023	10.5194/bg-9-3185-2012	Crossref
2024	10.1002/2016GB005405	Crossref
2026	10.1002/2017GL076433	Crossref
2027	10.1056/NEJMoa051594	Crossref
2028	10.1890/070211	Crossref
2029	10.1002/joc.4440	Crossref
2030	10.1002/2014GL062255	Crossref
2031	10.1002/2014GL060111	Crossref
2032	10.5194/bg-14-3927-2017	Crossref
2033	10.5194/bg-10-2219-2013	Crossref
2034	10.1038/nature16156	Crossref
2035	10.1175/WCAS-D-14-00050.1	Crossref
2036	10.1038/s41558-018-0356-x	Crossref
2037	10.1038/ngeo2751	Crossref
2038	10.1038/s41467-018-07865-9	Crossref
2039	10.1029/2018GL079989	Crossref
2040	10.1002/2016JC011757	Crossref
2041	10.1038/s41558-018-0388-2	Crossref
2042	10.1029/2012JC008412	Crossref
2043	10.1002/2016GL070191	Crossref
2044	10.1111/gcb.13801	Crossref
2045	10.1002/2015JG003240	Crossref
2046	10.1002/2016GL070846	Crossref
2047	10.1002/2016GL069315	Crossref
2048	10.1073/pnas.1611056113	Crossref
2049	10.1016/j.epsl.2015.03.045	Crossref
2050	10.1029/2018GL080171	Crossref
2051	10.1002/2017GL075126	Crossref
2052	10.1126/sciadv.1601426	Crossref
2053	10.1163/22116427_008010007	Crossref
2054	10.1016/j.cosust.2013.03.002	Crossref
2055	10.1016/j.ocemod.2017.11.009	Crossref
2056	10.1002/2017GL075494	Crossref
2057	10.1002/joc.3986	Crossref
2058	10.3189/002214311797409712	Crossref
2059	10.1002/2016GL069392	Crossref
2060	10.1038/s41559-017-0368-3	Crossref
2061	10.1002/2016JF003869	Crossref
2062	10.1016/j.marpol.2018.04.027	Crossref
2063	10.1017/jog.2016.24	Crossref
2064	10.1016/j.envsci.2018.01.016	Crossref
2065	10.1017/jog.2018.24	Crossref
2066	10.1002/9781119154051.ch20	Crossref
2067	10.1016/B978-0-12-396992-7.00006-X	Crossref
2068	10.1007/978-3-319-55893-6_12	Crossref
2069	10.1002/2015JD024550	Crossref
2070	10.1002/2016MS000752	Crossref
2071	10.5194/bg-15-2851-2018	Crossref
2072	10.1017/S095410201600064X	Crossref
2073	10.1016/j.ecolind.2015.04.031	Crossref
2074	10.1126/science.1219985	Crossref
2075	10.1016/j.pocean.2015.05.017	Crossref
2076	10.1016/j.dsr2.2016.10.011	Crossref
2077	10.4337/9781783478330	Crossref
2078	10.1002/2016GL067695	Crossref
2079	10.1002/2017GL074954	Crossref
2080	10.1175/JPO-D-12-057.1	Crossref
2081	10.1002/2017JD027248	Crossref
2082	10.1002/2016GL069330	Crossref
2083	10.1002/2013GL059069	Crossref
2084	10.1126/science.aac7111	Crossref
2085	10.1002/2016GL071789	Crossref
2086	10.1242/jeb.071811	Crossref
2087	10.1016/j.dsr2.2016.11.005	Crossref
2088	10.1007/s00704-016-1830-x	Crossref
2089	10.1007/s11160-014-9349-7	Crossref
2090	10.1038/nature11391	Crossref
2091	10.1175/JPO-D-12-095.1	Crossref
2092	10.1029/2006JC003683	Crossref
2093	10.1002/2013GL058389	Crossref
2094	10.1002/2015GL065194	Crossref
2095	10.1002/2013JC009511	Crossref
2096	10.1016/j.jmarsys.2012.03.011	Crossref
2097	10.1038/s41598-017-07205-9	Crossref
2098	10.1657/AAAR0014-049	Crossref
2099	10.5194/essd-9-317-2017	Crossref
2100	10.1002/ece3.710	Crossref
2101	10.1111/1365-2745.12817	Crossref
2102	10.1038/nclimate2697	Crossref
2103	10.1002/ecm.1351	Crossref
2104	10.1371/journal.pone.0098452	Crossref
2105	10.1038/nclimate2524	Crossref
2106	10.1002/2016GL068330	Crossref
2107	10.1038/nclimate2446	Crossref
2108	10.3189/2013JoG12J144	Crossref
2109	10.1029/2012GL053611	Crossref
2110	10.1029/2008GL035742	Crossref
2111	10.1007/978-3-319-29279-3_11	Crossref
2112	10.1175/JCLI-D-13-00733.1	Crossref
2113	10.1029/2012GL053738	Crossref
2114	10.1002/2017GL076159	Crossref
2115	10.1007/s40641-017-0083-9	Crossref
2116	10.1175/JCLI-D-14-00369.1	Crossref
2117	10.1016/j.gloenvcha.2017.06.001	Crossref
2118	10.4324/9780429199646	Crossref
2119	10.1038/s41467-018-07663-3	Crossref
2120	10.3390/rs9070640	Crossref
2122	10.1029/2017jf004304	Crossref
2123	10.1093/icesjms/fsv218	Crossref
2124	10.1098/rsta.2014.0164	Crossref
2125	10.1029/2012GL051094	Crossref
2126	10.1126/science.aag2345	Crossref
2127	10.1002/2015JC011156	Crossref
2128	10.1002/2016GL071333	Crossref
2129	10.1007/s10021-001-0019-y	Crossref
2130	10.5194/tc-7-119-2013	Crossref
2131	10.1016/j.quascirev.2014.06.023	Crossref
2132	10.3402/ijch.v75.33949	Crossref
2133	10.1038/ngeo1738	Crossref
2134	10.1016/j.biocon.2014.02.007	Crossref
2135	10.3354/meps10272	Crossref
2136	10.1016/j.dsr2.2018.05.023	Crossref
2137	10.1002/2014JC009897	Crossref
2138	10.1038/ncomms13043	Crossref
2139	10.1016/j.scitotenv.2016.12.030	Crossref
2140	10.1080/23311886.2019.1609189	Crossref
2141	10.1002/2016JG003668	Crossref
2142	10.1002/2017GL074304	Crossref
2143	10.1175/JCLI-D-17-0427.1	Crossref
2144	10.1139/cjfas-2017-0135	Crossref
2145	10.1038/nature04095	Crossref
2146	10.1016/j.dsr2.2008.10.033	Crossref
2147	10.1002/2016GL072212	Crossref
2148	10.15356/2076-6734-2014-4-72-80	Crossref
2149	10.18357/ijih92201214358	Crossref
2150	10.1016/j.polar.2018.11.008	Crossref
2151	10.1002/grl.50316	Crossref
2152	10.1175/JCLI-D-16-0320.1	Crossref
2153	10.1016/j.polar.2018.02.001	Crossref
2154	10.1029/2018EF000901	Crossref
2155	10.1007/s00300-0151760-6	Resource not found
2156	10.3390/ijerph10127083	Crossref
2157	10.1126/science.aaa0940	Crossref
2158	10.1038/s41561-017-0033-0	Crossref
2159	10.1098/rstb.2016.0143	Crossref
2160	10.1130/g45880.1	Crossref
2161	10.1016/j.polar.2011.11.002	Crossref
2162	10.1175/JCLI-D-15-0569.1	Crossref
2163	10.1002/lno.10565	Crossref
2164	10.1016/j.jmarsys.2015.07.005	Crossref
2165	10.3402/ijch.v68i1.18295	Crossref
2166	10.3402/ijch.v73.25163	Crossref
2167	10.1007/s10584-012-0588-0	Crossref
2168	10.3727/154427315X14181438892883	Crossref
2169	10.1002/eap.1538	Crossref
2170	10.1111/gcb.14279	Crossref
2171	10.1002/2014GL059923	Crossref
2172	10.1002/2016GL069026	Crossref
2173	10.1016/j.epsl.2010.04.025	Crossref
2174	10.1038/s41467-018-05003-z	Crossref
2175	10.5194/tc-12-2437-2018	Crossref
2176	10.1175/JCLI-D-15-0501.1	Crossref
2177	10.1002/2017GL075017	Crossref
2178	10.14430/arctic4475	Crossref
2179	10.1007/s10113-010-0126-4	Crossref
2180	10.1017/S0032247409008602	Crossref
2181	10.1038/nclimate1858	Crossref
2182	10.1038/s41467-017-02692-w	Crossref
2183	10.1016/j.dsr2.2015.12.005	Crossref
2185	10.1038/s41467-018-04101-2	Crossref
2186	10.1175/WCAS-D-15-0061.1	Crossref
2187	10.1002/9781118778371.ch4	Crossref
2188	10.1029/2012GL051432	Crossref
2189	10.1139/as-2016-0047	Crossref
2190	10.1371/journal.pone.0168280	Crossref
2191	10.3402/ijch.v72i0.21775	Crossref
2192	10.1007/s13280-017-0957-z	Crossref
2193	10.1080/1088937X.2016.1217095	Crossref
2194	10.1111/gcb.13261	Crossref
2195	10.1111/ecog.02109	Crossref
2196	10.1080/1088937X.2016.1184722	Crossref
2197	10.12987/yale/9780300205169.003.0011	Crossref
2198	10.1002/2016GL069656	Crossref
2199	10.1038/ngeo2071	Crossref
2200	10.1002/2016GL071489	Crossref
2201	10.1007/s10584-013-1038-3	Crossref
2202	10.1111/faf.12356	Crossref
2203	10.1080/03632415.2016.1180285	Crossref
2204	10.3389/feart.2017.00005	Crossref
2205	10.1002/2014GL059806	Crossref
2206	10.1134/S0001433815090145	Crossref
2207	10.1016/j.epsl.2014.12.035	Crossref
2208	10.1002/grl.50578	Crossref
2209	10.1016/j.quascirev.2010.02.010	Crossref
2210	10.1126/science.aai8204	Crossref
2211	10.1175/2010JPO4339.1	Crossref
2212	10.14430/arctic3331	Crossref
2213	10.1007/978-94-024-1101-0_12	Crossref
2214	10.3189/172756507782202856	Crossref
2215	10.5194/bg-11-293-2014	Crossref
2216	10.1002/grl.50735	Crossref
2217	10.1126/science.1235225	Crossref
2218	10.1088/1748-9326/aa8391	Crossref
2219	10.1525/bio.2012.62.1.3	Crossref
2220	10.1163/22116427-91000123	Crossref
2221	10.1080/08941920.2018.1505012	Crossref
2222	10.1038/nature10968	Crossref
2223	10.1098/rsta.2014.0160	Crossref
2224	10.3354/meps09299	Crossref
2225	10.1007/s13280-011-0217-6	Crossref
2226	10.1002/2015JG003128	Crossref
2227	10.1029/2010GL044878	Crossref
2228	10.1080/1088937X.2012.708364	Crossref
2229	10.1093/icesjms/fsv205	Crossref
2230	10.1038/ncomms10409	Crossref
2231	10.1175/JCLI-D-16-0440.1	Crossref
2232	10.1175/jcli-d-17-0092.1	Crossref
2233	10.1175/JCLI-D-11-00612.1	Crossref
2234	10.1175/JCLI-D-12-00834.1	Crossref
2235	10.1038/nclimate3228	Crossref
2236	10.1007/s00382-013-1774-0	Crossref
2238	10.1002/2013GL058121	Crossref
2239	10.1007/s12237-015-0046-0	Crossref
2240	10.5194/bg-13-3887-2016	Crossref
2241	10.1029/2011JC007110	Crossref
2242	10.1029/2008JC005066	Crossref
2243	10.1002/2016GL070252	Crossref
2244	10.1029/2012JG002128	Crossref
2245	10.1007/s00382-010-0892-1	Crossref
2246	10.1175/BAMS-D-14-00018.1	Crossref
2247	10.1002/2017GL074368	Crossref
2248	10.1175/2010JCLI3421.1	Crossref
2249	10.1111/ecog.01021	Crossref
2250	10.1029/2002JD002670	Crossref
2251	10.1111/gcb.12500	Crossref
2252	10.1038/s41558-017-0020-x	Crossref
2253	10.1029/2018JC014379	Crossref
2254	10.1016/j.jinsphys.2012.01.010	Crossref
2255	10.1016/j.icesjms.2004.11.003	Crossref
2256	10.1007/s00382-016-3180-x	Crossref
2257	10.3138/9781442667297-011	Crossref
2258	10.1016/j.jglr.2015.10.008	Crossref
2259	10.1093/icesjms/fsy063	Crossref
2260	10.1016/j.pocean.2015.07.007	Crossref
2261	10.1002/2014GL060369	Crossref
2262	10.1098/rsbl.2016.0276	Crossref
2263	10.1088/1748-9326/aaf06f	Crossref
2264	10.1175/1520-0442(2002)015<1609:AIISAS>2.0.CO;2	Resource not found
2266	10.1017/S0954102016000122	Crossref
2267	10.5194/tc-12-3017-2018	Crossref
2268	10.5194/tc-11-1607-2017	Crossref
2269	10.5194/tc-6-193-2012	Crossref
2270	10.1126/science.1235798	Crossref
2271	10.1038/ngeo765	Crossref
2272	10.1002/2014GL060140	Crossref
2273	10.1073/pnas.1812883116	Crossref
2274	10.5194/bg-8-1925-2011	Crossref
2275	10.1126/sciadv.1601610	Crossref
2276	10.13189/sa.2017.050908	Crossref
2277	10.1002/2017GL074837	Crossref
2278	10.1016/j.dsr2.2018.02.008	Crossref
2279	10.1371/journal.pone.0073796	Crossref
2280	10.1144/SP461.6	Crossref
2281	10.7901/2169-3358-2017.1.1325	Crossref
2282	10.1126/science.aat7850	Crossref
2283	10.1038/nclimate2513	Crossref
2284	10.1002/ppp.689	Crossref
2285	10.1016/j.envsci.2018.04.007	Crossref
2286	10.3390/cli3040812	Crossref
2287	10.1002/2017JC012865	Crossref
2288	10.1175/JCLI-D-16-0455.1	Crossref
2289	10.3402/ijch.v75.31127	Crossref
2290	10.5194/tc-12-1273-2018	Crossref
2291	10.1038/s41586-019-1060-3	Crossref
2292	10.1080/01431161.2011.643507	Crossref
2293	10.1029/2010EO260001	Crossref
2294	10.1002/2016GC006582	Crossref
2295	10.1002/2016RG000534	Crossref
2296	10.3402/ijch.v74.27913	Crossref
2297	10.1002/2017JC013461	Crossref
2298	10.1093/plankt/fby028	Crossref
2299	10.1038/s41467-018-03353-2	Crossref
2300	10.1126/sciadv.aav3738	Crossref
2301	10.2983/035.035.0128	Crossref
2302	10.5194/tc-7-707-2013	Crossref
2303	10.1134/S1062359016110121	Crossref
2304	10.1126/sciadv.1500050	Crossref
2305	10.1080/09700161.2014.952943	Crossref
2306	10.1002/jgrc.20157	Crossref
2307	10.1002/jgrc.20135	Crossref
2308	10.1111/gcb.13204	Crossref
2309	10.1002/jgrd.50613	Crossref
2310	10.1016/j.epsl.2018.05.015	Crossref
2311	10.5194/esd-8-827-2017	Crossref
2312	10.3354/meps12278	Crossref
2313	10.1111/cobi.13297	Crossref
2314	10.5194/bg-12-6017-2015	Crossref
2315	10.5194/essd-8-697-2016	Crossref
2316	10.1111/gcb.12417	Crossref
2317	10.1038/nature20146	Crossref
2318	10.1088/1748-9326/9/8/085003	Crossref
2319	10.1111/j.1600-0889.2011.00527.x	Crossref
2320	10.1088/1748-9326/8/1/014026	Crossref
2321	10.1115/OMAE2015-41375	Crossref
2322	10.1029/2011JG001647	Crossref
2323	10.1007/978-3-319-29279-3_5	Crossref
2324	10.1007/s13280-016-0862-x	Crossref
2325	10.1007/s00300-015-1733-9	Crossref
2326	10.1126/science.1256117	Crossref
2327	10.1175/JCLI-D-15-0090.1	Crossref
2328	10.1175/JCLI-D-15-0429.1	Crossref
2329	10.5194/bg-12-3469-2015	Crossref
2330	10.1098/rsta.2017.0173	Crossref
2331	10.1016/j.dsr.2017.04.014	Crossref
2332	10.1002/2013JB010923	Crossref
2333	10.5194/tc-11-789-2017	Crossref
2334	10.1029/2012JC007985	Crossref
2335	10.1002/2017GL075571	Crossref
2336	10.1007/s10584-013-0730-7	Crossref
2337	10.7930/SOCCR2.2018.Ch11	Crossref
2339	10.1175/JCLI-D-19-0008.1	Crossref
2340	10.1007/s40641-018-0111-4	Crossref
2341	10.1029/2018GL081393	Crossref
2342	10.1038/nature09051	Crossref
2343	10.1175/JCLI-D-17-0710.1	Crossref
2344	10.1016/j.epsl.2015.06.047	Crossref
2345	10.1038/s41598-017-10610-9	Crossref
2346	10.1038/ngeo2695	Crossref
2347	10.1029/2011JD017421	Crossref
2348	10.5194/tc-3-11-2009	Crossref
2349	10.1016/j.gloplacha.2011.03.004	Crossref
2350	10.1002/2016JD025161	Crossref
2352	10.1038/srep28205	Crossref
2353	10.1016/j.polar.2017.07.002	Crossref
2355	10.1002/grl.50178	Crossref
2356	10.1002/2017JC013015	Crossref
2358	10.17585/arctic.v7.427	Crossref
2361	10.1126/science.1228102	Crossref
2362	10.1016/j.futures.2011.01.009	Crossref
2363	10.1175/jcli-d-18-0170.1	Crossref
2364	10.1163/2211-6427_002	Crossref
2365	10.1088/1748-9326/9/3/035008	Crossref
2366	10.1080/1088937X.2017.1329237	Crossref
2367	10.1111/gere.12214	Crossref
2368	10.1029/2004GL020724	Crossref
2369	10.5194/tc-9-399-2015	Crossref
2370	10.1139/cjfr-2014-0138	Crossref
2371	10.1007/978-3-319-29279-3	Crossref
2372	10.1144/SP461.15	Crossref
2374	10.1002/9781444304435.ch1	Crossref
2375	10.1098/rsta.2014.0306	Crossref
2376	10.1016/j.dsr2.2016.03.005	Crossref
2377	10.1038/s41558-018-0124-y	Crossref
2378	10.1002/jgrd.50188	Crossref
2379	10.1126/sciadv.aap9467	Crossref
2380	10.5194/tc-9-2057-2015	Crossref
2381	10.1002/jgrd.50292	Crossref
2383	10.1007/s00382-014-2131-7	Crossref
2384	10.1016/j.jmarsys.2013.10.005	Crossref
2386	10.1002/2014GL062494	Crossref
2387	10.3390/atmos10010012	Crossref
2388	10.1016/j.quascirev.2018.12.024	Crossref
2389	10.1016/j.dsr.2004.10.004	Crossref
2390	10.1002/rog.20017	Crossref
2391	10.5194/tc-11-65-2017	Crossref
2392	10.1038/srep38449	Crossref
2393	10.1371/journal.pone.0181045	Crossref
2394	10.1175/JCLI-D-16-0564.1	Crossref
2395	10.1038/nature20136	Crossref
2396	10.1002/ecs2.2017	Crossref
2397	10.1007/s00382-016-3230-4	Crossref
2398	10.1029/2006JG000327	Crossref
2399	10.1126/science.1108142	Crossref
2400	10.1890/08-1815.1	Crossref
2401	10.1038/ngeo2421	Crossref
2402	10.1016/j.resourpol.2017.06.004	Crossref
2403	10.1093/plankt/fbw087	Crossref
2404	10.1002/grl.50764	Crossref
2405	10.1016/j.quascirev.2014.11.018	Crossref
2406	10.1002/aqc.2806	Crossref
2407	10.1007/s12601-016-0035-7	Crossref
2408	10.1371/journal.pone.0068779	Crossref
2409	10.1080/02255189.2017.1400955	Crossref
2410	10.1371/journal.pone.0139877	Crossref
2411	10.1002/2014GL060613	Crossref
2412	10.1029/2011GL048970	Crossref
2413	10.1002/2015JC010709	Crossref
2414	10.1021/acs.est.8b05348	Crossref
2415	10.1029/2008GL035822	Crossref
2416	10.1002/9781118778371.ch10	Crossref
2417	10.1029/2012GL050874	Crossref
2418	10.1016/j.jmarsys.2014.04.006	Crossref
2419	10.1111/mms.12251	Crossref
2420	10.3354/meps12582	Crossref
2421	10.1002/2016JC012089	Crossref
2422	10.3389/feart.2017.00003	Crossref
2423	10.3189/2012AoG60A110	Crossref
2424	10.1038/ngeo1778	Crossref
2425	10.1016/j.dsr.2015.02.009	Crossref
2426	10.1002/2013jc009069	Crossref
2427	10.5194/cp-13-1609-2017	Crossref
2428	10.1093/icesjms/fsu074	Crossref
2429	10.1038/nclimate1120	Crossref
2430	10.1007/s10584-012-0685-0	Crossref
2431	10.1002/2016GL070414	Crossref
2432	10.1007/s00300-018-2431-1	Crossref
2433	10.1080/2154896X.2015.1082283	Crossref
2434	10.1080/1088937X.2012.705352	Crossref
2435	10.1371/journal.pone.0155448	Crossref
2436	10.1002/2017GL075958	Crossref
2437	10.1016/S0924-7963(96)00054-1	Crossref
2438	10.1080/09640568.2017.1388772	Crossref
2439	10.1163/22116427-91000018	Crossref
2440	10.1007/978-94-007-4713-5_26	Crossref
2441	10.1080/17518369.2018.1463065	Crossref
2442	10.1146/annurev-marine-010213-135133	Crossref
2443	10.5670/oceanog.2016.97	Crossref
2444	10.1175/BAMS-D-12-00100.1	Crossref
2445	10.3189/2012AoG60A059	Crossref
2446	10.1016/j.earscirev.2017.07.007	Crossref
2447	10.1002/2013GL058088	Crossref
2448	10.1002/ppp.1918	Crossref
2449	10.1029/2005GL024413	Crossref
2450	10.5194/tc-8-1839-2014	Crossref
2451	10.1016/j.gloplacha.2015.10.011	Crossref
2452	10.1088/1748-9326/aade56	Crossref
2453	10.1029/2012GL052676	Crossref
2454	10.1002/2013GL058951	Crossref
2455	10.1007/s10584-011-0101-1	Crossref
2456	10.3390/rs9090947	Crossref
2457	10.1038/s41558-018-0339-y	Crossref
2458	10.1002/2017WR020567	Crossref
2459	10.1007/s10584-016-1860-5	Crossref
2460	10.1002/9781118778371.ch3	Crossref
2461	10.3189/2013JoG12J110	Crossref
2462	10.3389/fmars.2016.00028	Crossref
2463	10.3354/meps12100	Crossref
2464	10.5194/tc-8-167-2014	Crossref
2465	10.5194/tc-10-941-2016	Crossref
2466	10.1002/2014GL061940	Crossref
2467	10.3390/rs10030402	Crossref
2468	10.1002/grl.50820	Crossref
2469	10.1175/JCLI-D-15-0334.1	Crossref
2470	10.1038/nclimate2483	Crossref
2471	10.5194/bg-11-6107-2014	Crossref
2472	10.1038/s41561018-0226-1	Resource not found
2473	10.1002/2016GL069292	Crossref
2474	10.1093/icesjms/fsw251	Crossref
2475	10.1126/science.aac9874	Crossref
2476	10.1111/gcb.13880	Crossref
2477	10.1007/978-981-10-4648-3_3	Crossref
2479	10.1002/2015JC011537	Crossref
2480	10.1088/1748-9326/10/5/054016	Crossref
2481	10.1029/2017JC013697	Crossref
2482	10.1016/j.dsr2.2016.10.004	Crossref
2483	10.1029/2011GB004192	Crossref
2484	10.1371/journal.pone.0152636	Crossref
2485	10.1111/gcb.14332	Crossref
2486	10.1111/gcb.13834	Crossref
2487	10.1029/2008gb003327	Crossref
2488	10.1111/ecog.01514	Crossref
2489	10.3390/atmos9020041	Crossref
2490	10.1111/j.1365-2486.2007.01494.x	Crossref
2491	10.5194/tc-10-477-2016	Crossref
2492	10.5194/tc-7-615-2013	Crossref
2493	10.1038/ncomms11723	Crossref
2494	10.1038/nature15722	Crossref
2495	10.1080/2154896X.2016.1247025	Crossref
2496	10.1126/science.aai8198	Crossref
2497	10.1080/1088937X.2015.1028576	Crossref
2498	10.1177/0309133315620999	Crossref
2499	10.1002/2014JD021858	Crossref
2500	10.1175/JCLI-D-16-0341.1	Crossref
2501	10.1038/s41586-018-0179-y	Crossref
2502	10.1111/bij.12510	Crossref
2503	10.1002/2015GL065750	Crossref
2504	10.5194/cp-13-1491-2017	Crossref
2505	10.5194/cp-2017-18	Crossref
2506	10.1175/JPO-D-13-0163.1	Crossref
2507	10.1002/2014gl059983	Crossref
2508	10.1111/gcb.13870	Crossref
2509	10.1038/s41586-018-0007-4	Crossref
2511	10.1126/sciadv.aat6773	Crossref
2512	10.1002/2015GL064541	Crossref
2513	10.1002/2014JC010273	Crossref
2514	10.1002/2017GL073788	Crossref
2515	10.5194/tc-8-2353-2014	Crossref
2516	10.1007/978-3-319-29279-3_9	Crossref
2517	10.1175/BAMS-D-16-0156.1	Crossref
2518	10.1111/ppl.12539	Crossref
2519	10.1073/pnas.1016560108	Crossref
2520	10.1029/2011JD016208	Crossref
2521	10.1080/15230430.2018.1438345	Crossref
2523	10.1111/gcb.14573	Crossref
2524	10.1177/1743872111412718	Crossref
2525	10.1038/ngeo1027	Crossref
2526	10.1525/elementa.167	Crossref
2527	10.1175/JCLI-D-12-00068.1	Crossref
2528	10.1038/nature18645	Crossref
2529	10.1002/2017gl073656	Crossref
2530	10.5194/cp-13-231-2017	Crossref
2531	10.1016/j.crm.2016.01.002	Crossref
2532	10.1371/journal.pone.0158359	Crossref
2533	10.1002/ecs2.2014	Crossref
2534	10.1890/11-0875.1	Crossref
2535	10.1002/2016WR019267	Crossref
2536	10.1002/grl.50560	Crossref
2537	10.2118/179325-MS	Crossref
2538	10.1007/s00300-012-1199-y	Crossref
2539	10.5194/tc-12-609-2018	Crossref
2540	10.1007/s40641-017-0084-8	Crossref
2541	10.5194/tc-10-1933-2016	Crossref
2542	10.1016/j.envsci.2016.03.012	Crossref
2543	10.1177/1745691615598516	Crossref
2544	10.5194/acp-10-11707-2010	Crossref
2545	10.1016/j.gloenvcha.2012.11.002	Crossref
2546	10.1002/2013GL058558	Crossref
2547	10.1002/2015JF003708	Crossref
2548	10.1002/gbc.20055	Crossref
2549	10.1175/JCLI-D-11-00220.1	Crossref
2550	10.1002/2014GL061052	Crossref
2551	10.4319/lo.2013.58.3.1035	Crossref
2552	10.1038/nclimate3329	Crossref
2553	10.1002/2014JF003329	Crossref
2554	10.1007/978-94-007-5440-9_11	Crossref
2555	10.1088/1748-9326/11/10/105004	Crossref
2556	10.1002/2015JG003132	Crossref
2557	10.1029/2011GL050118	Crossref
2558	10.1038/s41598-017-19118-8	Crossref
2559	10.1175/JCLI-D-14-00697.1	Crossref
2560	10.1007/s13280-011-0218-5	Crossref
2561	10.1139/as-2016-0027	Crossref
2562	10.1038/nature08355	Crossref
2563	10.1016/j.polar.2016.06.002	Crossref
2564	10.5194/bg-12-7129-2015	Crossref
2565	10.14430/arctic4425	Crossref
2566	10.1017/S1755691013000108	Crossref
2567	10.5194/bg-13-6339-2016	Crossref
2568	10.1016/j.epsl.2017.08.005	Crossref
2569	10.1088/1748-9326/11/5/055005	Crossref
2570	10.1002/jgrc.20212	Crossref
2571	10.1002/2017JC013231	Crossref
2572	10.1111/j.1931-0846.2016.12195.x	Crossref
2573	10.1038/s41598-018-27604-w	Crossref
2574	10.1038/s41467-018-05738-9	Crossref
2575	10.1038/ngeo1480	Crossref
